q_id,question,choice0,choice1,choice2,choice3,choice4,label
9256,以棉花为原料的织物是？,木棉织物,上总木棉,琉球絣,大岛绉绸,胜间木棉,0
9257,有鳃、有鳞、有鳍，生活在水中的生物是什么？,钓鱼人,蛇,鱼,青蛙,三脚架,2
9258,在北海道是札幌市，在爱知县是名古屋市，这些被称为什么？,九州,日本,县政府所在地,都道府县,政令指定城市,2
9259,“太陽”用英语怎么说？,人类,sun,自然,浴室,火焰,1
9260,可靠的部下是？,风,雨,得力助手,头,右脚,2
9261,把事情说给别人听叫做？,开店,争吵,讲述,看,明白,2
9262,教室前面绿色的东西是什么？,烧瓶,白板,黑板,画纸,烧杯,2
9263,山里小动物吃的东西是？,虫子,坚果／果实,鲱鱼,药剂,鱼,1
9264,把各种事象综合起来思考叫做？,学会,直送,合谋,综合,生存,3
9265,治病的职业是？,外科医生,占卜师,相声演员,医生,手术刀,3
9266,“担心、忧虑”的反义词是？,情,愤怒,放心,悲伤,安心,4
9267,在油田中用于开采原油的井叫什么？,油井,地基,球场,维修工厂,地平线,0
9268,下列哪一个是用来减小汽车排气声的？,按钮,开关,消音器,燃料箱,底盘,2
9269,把头发等打理干净的地方叫什么？,饭馆,联排别墅,美容院,学校,公司,2
9270,靠汽油运转的是？,大海,汽车,电波,学校,邮局,1
9271,打猎时用的东西是？,机关枪,步枪,手套,手枪,绳子,1
9272,主要用来饲养栖息在水边生物的工具是？,水槽／鱼缸,篮子,液体,陶瓷器,塑料,0
9273,力士的别称是？,预备相扑,相扑草,相扑人,大豆,豆腐,2
9274,当国家遭到侵略时行使自卫权，以军事力量等予以拒绝、抵抗，这叫什么？,迎击,枪击,杀害,空袭,防卫,4
9275,洗脸的地方是？,洗脸间,店铺,厨房,梳妆台,库存,0
9276,用记载或张贴的方式来显示联络事项或传达事项的器具是？,门,报纸,黑板,垫子,传单,2
9277,可以把文章发送给对方，简称传真（ファックス）的机器是什么？,复印机,传真机,纸张,版画,颜料,1
9278,在初中就读的学生叫什么？,研究生,小学生,学生证,高中生,初中生,4
9279,位于福井县西南部、若狭几乎中央的城市是？,小锅,小滨,大滨,零售,高滨,1
9280,下面哪一个是在住宅最上面的？,基盘,间柱,天花板,地板,地基,2
9281,对人类来说危险的鳗鱼是？,海鳗,电鳗,星鳗,大鳗鱼,鳗鱼火锅,1
9282,议员们聚集起来审议国策等的场所是？,国会议事堂,晴空塔,市政府,托儿所,东京塔,0
9283,一提到垃圾处理会想到？,人,最终处理场,堆肥箱,袋子,包,1
9284,千叶县的县政府所在地是？,迪士尼乐园,新宿,木更津,千叶市,品川,3
9285,在海里游、有尾鳍和胸鳍的生物是？,淡水鱼,鱼,河鱼,主厨,乌贼,1
9286,博多站位于哪里？,冲绳,长崎,熊本,福冈,那霸市,3
9287,喝酒取乐的地方是？,图书馆,酒店,酒馆,厕所,灯笼,2
9288,百货商店地下主要卖的是什么？,花生酱,红茶,果酱,蔬果,食品,4
9289,肉类的美味佳肴是？,天津饭,牛排,食物,红绿灯,脂肪,1
9290,人进行竞争的行为是？,胃,走路,绕湖走路,移行,进行竞技,4
9291,让女性听了会高兴的形容词是？,打开,黄色的,漂亮,美丽,温柔,3
9292,吟诵诗的人是？,酒窖,诗人,歌人,俳人,保安,1
9293,没有父母的孩子所住的设施是？,孤儿院,医院,托儿所,小屋,旅馆,0
9294,一提到美国的城市会想到？,伦敦,购物中心,城市,悉尼,纽约,4
9295,手脚上有的东西是？,地毯,瓜,睫毛,指甲,电视,3
9296,接收广播并在屏幕上显示的电器是？,墙,电视,收音机,沙发,录像机,1
9297,马来西亚的首都是？,罗马,马绍尔群岛,华盛顿,吉隆坡,马六甲,3
9298,脚踝处左右骨头隆起的部分是？,大胸肌,脚踝骨,脚后跟,大拇指,蛋白质,1
9299,吃起来好吃的是？,数,独角仙,虾,人,蜻蜓,2
9300,哪一个是黑色的？,剪刀,筷子,独角仙,蜻蜓,虾,2
9301,哪个国家的意大利面很好吃？,艾尔,意大利,葡萄牙,西班牙,奥地利,1
9302,由蚕茧制成的纤维是？,振袖和服,腰带（和服带）,丝绸,涤纶,丧服,2
9303,哪一个是美国的州？,大洋洲,内布拉斯加,乡下,牧场,俄罗斯,1
9304,从家里出去叫做什么？,吃饭,外出,去慢跑,睡觉,玩耍,1
9305,能让冷的食物瞬间变热的魔法盒子是？,冰箱,玻璃杯,衣橱,冷冻库,微波炉,4
9306,药当中，哪一种是颗粒状的？,液体,口香糖,漱口液,药片,感冒药,3
9307,用汉字写作“無花果”，果实里有很多红色小颗粒的水果是？,红绿灯,无花果,天津饭,茉莉花,花历,1
9308,被逮捕后会去哪里？,拘留所,社区,市,区域,地区,0
9309,与已婚者坠入爱河的女性叫做？,公寓妻,轰轰烈烈的恋爱,夜逃,出轨妻,闪电,3
9310,能自动清洗盘子和杯子等的机器是什么？,吸尘器,洗衣机,勺子,点心,洗碗机,4
9311,在现实中有可能发生的事情叫什么？,真实,有限,简素,虚拟,复杂,0
9312,对人的金钱买卖称为什么？,人口买卖,人身事故,器官买卖,人身攻击,奴隶买卖,0
9313,以聚合物为原料制成的袋子是？,塑料袋,胃袋,暴举,恶言,忍耐的极限（忍耐袋）,0
9314,下面哪一个是烹饪器具？,猪,干鱼,狗,平底锅,肥皂,3
9315,头、胸、腹分节的节肢动物叫什么？,昆虫,草莓,钻石,海,队列,0
9316,用来装饮料的东西是？,书桌,干货,瓶子,头,购物袋,2
9317,肥皂放在哪里？,海里,沙坑,美国,水槽,肥皂碟,4
9318,被问到问题时要做什么？,工作,写小说,烦恼,作答,加工,3
9319,「運動する」の英语是什么？,滑冰,跑步,运动,摔倒,玩耍,2
9320,填海造地的雅致说法叫什么？,山谷,筑地,港口,大海,海岸,1
9321,在马来西亚有名的海峡在哪里？,马绍尔群岛,马六甲,吉隆坡,台湾,印度,1
9322,表示卖东西的人的单词是哪一个？,上学用书包,售货员,厨师,向导,瓶子,1
9323,为了防暑戴在头上的东西是？,拼图,鞋,帽子,猫,眼镜,2
9324,比公寓楼更小、用来出租的房间是？,公寓（多户住宅）,别墅,家庭,家,小木屋,0
9325,相对于能乐狂言和歌舞伎舞蹈，指戏剧的说法是什么？,歌舞伎仙贝,歌舞伎町,歌舞伎十八番,新宿,歌舞伎戏剧,4
9326,哪一个是紧致可爱的屁股？,话尾,桃臀,桃色游戏,尾巴,粉红鹦鹉,1
9327,吃完饭后说的话是？,再来一份,平样,多谢款待,好像是,辛苦了,2
9328,铅笔是用来做什么的？,用来读,计算,用来看,用来写,学习,3
9329,英语中的“musical instrument”是指什么？,生日,演歌,乐器,舞台,竞技场,2
9330,用日语写着招牌的店是？,便利店,食品店,蔬菜,超市,商店,1
9331,把黏土捏成一定形状后放进窑里烧制的东西叫什么？,武士,恋事,块状物,瓦片,污物,3
9332,自己居住的地方是？,韩国,日本,九州,朝鲜,长崎县,1
9333,三越、高岛屋、大丸等店的总称是什么？,百货商店,超市,便利店,企业,报刊亭,0
9334,虽然不是医院，但需要护理的老人会使用的场所是？,集会所,牙医,护理设施,医局,公民馆,2
9335,在开关汽车或房间时使用的东西是？,窗户,门,朋友,门扉,电线,1
9336,可以看到自己脸的是？,镜子,垫子,眼睛,对方,床单,0
9337,可以吃到拉面和饺子的地方是？,饮食店,中餐馆,面包店,蔬菜店,餐厅,1
9338,生活在海里的生物是？,鹈鹕,盆栽,老虎,宇宙空间,鲨鱼,4
9339,车上搭载的音响设备叫什么？,儿童安全座椅,塑料布,底部,车载音响,木板,3
9340,人或动物为进行意思沟通而发出的是什么？,风铃,雷声,声音,吸尘器,响动,2
9341,把食物油炸、翻炒或煮等，一般统称为什么？,狩猎,烹饪,解决,汤,早餐,1
9342,属于十足目短尾下目的甲壳类的总称叫什么？,海星,船夫,通道,珊瑚,螃蟹,4
9343,从远离设备的地方进行操作叫什么？,远程开关,雨,远程显示,风,远程控制,4
9344,花生的产地是？,千叶县,日本,四国,本州,北海道,0
9345,在房子里面有的是哪一个？,起居室,地下通道,底部,木板,超市,0
9346,世界上第六大岛屿是？,四国,苏门答腊岛,北海道,马尔代夫,新西兰,1
9347,“ミート”是指？,骨头,牛,肉,儿童套餐,腌黄瓜,2
9348,对将来有了眉目、看清前景叫做什么？,喘口气,碰到鼻子,想出来,有了眉目,烙上印记,3
9349,在根茎类蔬菜中，马喜欢吃的是？,青椒,胡萝卜,大豆,豆腐,家人,1
9350,哪个是美国的城市？,中华人民共和国,新德里,伦敦,纽约,南京町,3
9351,是哪一种是描写奔跑的说法？,完全变成某种角色,挂断电话,大摇大摆地走,摆出架势,切蔬菜,2
9352,进行演奏的一支团体是？,马戏团,话剧社,音乐教室,棒球场,乐队,4
9353,像横穴式住居那样的简易型旅馆是？,胶囊旅馆,床单,床,商务人士,帐篷,0
9354,在日本设立的驻在机构是？,日产,驻日,傍晚,来日,日脚,1
9355,下面当中，在葬礼等场合常见的是哪一个？,铜,铁,黑历史,黑布,铝,3
9356,用来存放物品的房间是？,淋浴室,相扑部屋,储物间,餐饮店,食堂,2
9357,对书籍、杂志的零售店、批发商和出版社统称为什么？,敲竹杠,酒店,墓地,虚业,书店,4
9358,把过去的失败经历称作什么？,美谈,黑布,黑历史,铁,武勇传,2
9359,甜点是？,香蕉,荞麦面,拉面,热蛋糕（松饼）,蜜烤红薯块,3
9360,指大范围内树木密集的地方叫什么？,栋,库,草原,森林,灌木,3
9361,用于身体或衣服等，使其带有香味的东西叫什么？,香水,品牌,纸巾,镜子,喷雾,0
9362,土和冰混合凝结在一起的东西是？,寒冷的状态,混凝土,企鹅,黏土,冻土,4
9363,① 书斋。书房。② 书店。书铺。这是什么？,架子,图书馆,书房,书桌,书架,2
9364,把儿童等唱的童谣收集在一起的是什么？,J-pop,唱歌集,歌剧,音乐会,军歌,1
9365,手指尖端坚硬的部分是什么？,关节,指纹,指甲,骨头,小指,2
9366,用来测量东西的工具是什么？,笔记本,尺子,订书机,键盘,铅笔,1
9367,由极多个体聚集而形成的大规模群体叫什么？,得克萨斯,祭典,花园,大群,流行,3
9368,哪一个是进行体育运动的场所？,山丘,小牧场,教室,森林里,棒球场,4
9369,公开演剧、电影院放映、影像等的设施叫什么？,饵料,剧场,业者,大豆,豆腐,1
9370,读书这件事？,想起,学习,二宫金次郎,图书馆,读书,4
9371,哪一个是植物？,鱼,船员,水藻,渔船,太阳,2
9372,不上学在家学习的是？,视频,基础学习,菜刀,在家上学,冰箱,3
9373,用来装钱的东西是？,口袋,店铺,钱包,罐子,包,2
9374,给涂料上色时要做的事情是？,刷油漆,量杯,用毛笔写字,客房,涂颜料,0
9375,保卫国家的部队是？,纪律,风,雨,自卫队,服从,3
9376,城镇里建着的高大建筑物是什么？,野生动物园,厨房,大楼,平房,修道院,2
9377,下列哪一个是封锁某物的动作？,转动,锁国,感染,关上,打开,3
9378,电视、车（カー）共同具有的是什么？,白色,塑料,文件,黑色,电缆,4
9379,精神病患者住院的医院叫什么？,急救医院,精神分裂症,老年病医院,精神病患者,精神病院,4
9380,“ホームレス”是指什么？,设施,没有住处的人,河,宠物,水,1
9381,做饭时产生的食物垃圾叫什么？,豆腐,核心,厨余垃圾,碎屑,大豆,2
9382,一般为四年制，用来学习专业知识的学校叫什么？,招牌,生意,大学,专门学校,预备学校,2
9383,点心等很有名，被称为有四千年历史的料理是？,天津饭,日式料理,信号灯,中餐,西餐,3
9384,把士兵集合起来付诸行动叫做什么？,举兵,升旗,集合,战斗,宣战,0
9385,用火药发射的大型弹丸叫什么？,货马车,杀人,麻雀,合众国,大炮,4
9386,不动产中介公司“Apaman Shop”中的“アパ”是哪个词的缩写？,APA酒店,房子,教堂,公寓,服装业,3
9387,人或车辆通行的路叫什么？,道路,公交车站,府,市,县,0
9388,下雨时使用的工具是？,便利店,伞,栈桥,帐篷,小屋,1
9389,被称为公司“役员”的人叫什么？,媒体,董事,羊驼,上司,董事会,1
9390,一个国家的人民叫什么？,国民,男子’,民族,民众,‘大人,0
9391,警察大叔腰间佩戴的是什么？,手枪,手表,机关枪,步枪,眼镜,0
9392,辣味的中餐是？,虾茶,饺子,辣味虾仁,虾尾巴,天津饭,2
9393,统称挂在上身穿的衣物叫什么？,上风,裤衩,上衣罩,背带裤,计入,2
9394,拍摄静态画面时使用的设备是？,手帕,毛巾,葡萄,数码相机,海绵,3
9395,两个产业之间的价格差叫什么？,剪刀差,花剪,珍珠,和式剪刀,钻石,0
9396,供公众使用的飞行场叫什么？,公交车,灯塔,码头,机场,歌剧,3
9397,在这三个中，表示两轮车辆的名称是？,垃圾,大轮,文书,WAC,两轮,4
9398,不是脚趾，而是手上的什么？,鼻子,口袋,百货商店,手指,头,3
9399,“胸围”用英语怎么说？,桌子,笔,冰柜,胸围,架子,3
9400,山上长着很多树的是？,地面,后院,农场,森林,底部,3
9401,表示美国国家形态的词是？,联合国,合众国,共和国,华盛顿,拓荒精神,1
9402,轻视、嘲笑他人是什么？,愤怒,优越感,爱,轻蔑,尊敬,3
9403,走路时会留下的是什么？,脚印,痕迹,脚步声,砂砾,浮木,0
9404,用来收纳文件等东西的是什么？,餐具柜,刀,文件夹,铅笔,浴室,2
9405,因营养而变硬的是？,维生素,身体,黏膜,骨头,胶原蛋白,3
9406,说到国王、王后、骑士，会想到？,飞盘,国际象棋棋子,围棋,将棋,跳绳,1
9407,回到故乡叫什么？,品味,回乡,管制,回家,归还,1
9408,日本从5月末到7月上旬至中旬，多阴天和雨天的时期叫什么？,温度,梅雨,烟雾,酷暑,台风,1
9409,看到别人优秀的样子，自己也想那样，这叫什么？,羡慕,烦恼,累,困,挂心,0
9410,有很多读物的店是？,家具店,五金店,卧室,书店,服装店,3
9411,能以较轻的还款负担获得贷款的是？,投资资金,库存资金,诈骗,抵押品,低息资金,4
9412,称呼成年的男子为什么？,壮实,漂亮,不透明,透明,脏,0
9413,在第二次世界大战中，向日本投下原子弹的国家是？,大洋洲,筷子,剪刀,地球,美国,4
9414,基于一定理论而系统化的知识和方法，对哲学、历史学、心理学、语言学等人文科学，政治学、法学等社会科学，物理学、化学等自然科学的总称叫什么？,信,机器,算术,写字,学问,4
9415,室内的上部是？,树,鸟,农场,天花板,暗处,3
9416,与食道相连的消化器官是？,车库,神经,舞台,风琴,胃,4
9417,日常去购买食物的地方是？,理发店,超市,百货商店,黑市,企业,1
9418,用来裁布、剪纸、美发师用来剪头发的东西是？,小卖部,豆腐,剪刀,二宫金次郎,大豆,2
9419,手洗餐具等时使用的工具是？,数码相机,珍珠,海绵,葡萄,钻石,2
9420,“鉛筆”用英语怎么说？,pencil,彼得,球,沙发,心得,0
9421,长时间被关在同一个地方叫什么？,疼痛,解放,腹肌,世界,监禁,4
9422,把车道和人行道分隔开的物体是什么？,规则,路缘石,道德,建筑物,树叶,1
9423,在古代欧洲的俗信中，被认为以超自然力量危害人畜的人，或者施展妖术之人，叫什么？,天使,声音,首相,电视接收机,女巫,4
9424,人气很高的人叫什么？,地球,航天飞机,明星,太空,土,2
9425,对公司等的总称是什么？,百货商店,企业,商店,超市,街坊会,1
9426,在客机上，就旅客及其行李的运输而签发的登机用票券的总称叫什么？,指定席车票,道路,特快车票,机票,往返票,3
9427,高中生之前都会去的设施是？,公立大学,学校,图书馆,日本的大学,游泳池,1
9428,指文化性的学问的是？,读物,提交,文学,资料,文献,2
9429,人口集中的是哪里？,地图,城市,村庄,沙漠,县,1
9430,“love”的日语是什么？,工作,指压,爱,饥饿,狗,2
9431,用来梳理头发的是？,橡皮筋,杯子,剪刀,食物,刷子,4
9432,日式房间里一定铺着的东西是什么？,坐垫,推拉门,地毯,地毯,榻榻米,4
9433,横着穿过叫什么？,隧道,下水道井盖,护卫,横断,随机行凶,3
9434,哪一个单词有“饲养的动物的饲料”这个意思？,图书,瓷砖,文书,饲料,资料,3
9435,被吓得猛然一惊时会流出的是什么？,水蒸气,脸颊,自由泳（爬泳）,冷汗,热水,3
9436,通过enjoy而感到兴奋之类的事情是？,生气的事,被爱的事,悲伤的事,笑,享受的事,4
9437,哪一个是“澡堂”？,海,海滩,湖,游泳池,澡堂,4
9438,源自中国思想，把森罗万象、宇宙中一切事物从各种角度分为阴和阳两种类别的思想是什么？,阴阳,甜辣,雄臼,男人,高低,0
9439,一天之中最先进行的吃东西的行为叫什么？,汤,早餐,料理,万佩尔,塞拉兹,1
9440,在脱内裤之前必须做的事情是？,戴上,脱裤子,穿上,脱衣服,上厕所,1
9441,在祭典上常卖、并且有各种英雄等种类的东西是？,烟花,蜂蜜蛋糕,假面,面具,捞金鱼,3
9442,我的国籍是？,大海,草莓,稀树草原,钻石,日本,4
9443,下面当中，哪一个是液体？,饮用水,面粉,玉米,砂糖,盐,0
9444,哪一种的视力非常好？,虾,独角仙,蜻蜓,剪刀,筷子,2
9445,用甘蔗制作的是？,糖渍食品,白砂糖,盐,甜菜,胡椒,1
9446,饲养牛的是？,函馆,鸡,猪,牧场,夜景,3
9447,人们的交通方式汇集的场所是？,车站,学校,家,繁华街,祭典,0
9448,人的欲望是？,无止境的,辛辣的,疼痛的,寒冷的,冰冷的,0
9449,阻隔国境的是？,木板,银,金星,岩石,铁丝网,4
9450,描绘风景等的东西是？,画,汽车,车,网干,迁移,0
9451,读作「ひどい」的是哪一个？,酷い,危うい,火土井,広い,悪い,0
9452,与日本友好相处是？,访日,来日,十日,亲日,历法,3
9453,用当地指定的垃圾袋丢弃的是？,垃圾,袜子,老板,床垫,失误,0
9454,很大的是？,王子,生物,蚂蚁,城堡,螨虫,3
9455,盖在锅等上面的东西叫什么？,筷子,勺子,叉子,盘子,盖子,4
9456,“チキン”用日语怎么说？,猪肉,鸡肉,牛肉,羊肉,肉类,1
9457,在手指尖端的是？,耳朵,无名指,指甲,脚,大腿,2
9458,与照片有关的是哪一个？,流枝,媚眼,摇摄,水槽,流水作业,2
9459,用机器拍摄物品或人的店叫什么？,照片判定,照相机店,猪,相册,狗,1
9460,在医院或车站用来等候的地方是？,厕所,候诊室 / 等候室,电脑,吸烟区,家政教室,1
9461,在建筑物里面抬头看得到的是桁和什么？,偶像,梁,阴影,茶室,器具,1
9462,学校教育中的科目是？,乐队,音乐,人们,音箱,电视,1
9463,会用到洗涤剂、柔顺剂的是？,外出,晒被子,洗澡,洗衣服,空气,3
9464,放有很多书并且可以借出的地方是？,图书馆,公寓大楼,学校,幼儿园,大楼,0
9465,哪种的卵被称为“数の子”？,蛇,树果,药剂,鲱鱼,蜥蜴,3
9466,不是特定的人或物，而是指具有同样作用的另一个人或物，叫什么？,替代,药物,结束,规定,口香糖,0
9467,和绘画有关的词是？,照相机,加美拉,抽屉,画室,宿舍,3
9468,上班族的战斗服是？,豆腐,维修技师,纸箱,大豆,西装,4
9469,用来锯木头等的带锯齿刀刃的工具是什么？,菜刀,防水砂纸,研磨剂,锯子,剪刀,3
9470,覆盖地球陆地表面的物质是？,杂草,水源,空气,泥,土,4
9471,是房间的是？,游泳池,年轻人,公园,实验室,显微镜,3
9472,制作东西时需要的是什么？,工具,直觉,睡眠,运动,桌子,0
9473,说到照明器具是指？,神,灯,豆子,图书,拼图,1
9474,“ガレッジ、ユニバーシティ”指的是什么？,京都,大阪,地球,美利坚合众国,大学,4
9475,在差点出事的时候会说的话是？,好险,很糟,不好,你好,对不起,0
9476,放牧的牛吃的东西是？,走失的孩子,鸽子,牧草,米饭,巧克力,2
9477,位于美国的大学是？,莱顿大学,麻省理工学院,剑桥大学,社团,多伦多大学,1
9478,细小的石头叫什么？,小路,砂砾,浮木,脚印,巨石,1
9479,当你想说活到超过平均寿命的年纪时，用哪种说法？,早死,逃亡,长寿,去小便,跑步,2
9480,表示整个身体的词语是？,体育,躯干,身体,腰带,身高,2
9481,用哪个词来形容小猫的可爱？,硬,粗犷,魁梧,美丽,可爱,4
9482,英语中的“cabinet”指的是哪种家具？,橱柜,烘干机,建筑物,地下,浴室,0
9483,进行戏剧表演的建筑叫什么？,摄影棚,戏剧,问题,良品,演艺场,4
9484,山中的河流是？,垃圾,树木,湖泊,大河,山涧溪流,4
9485,共享同一文化、生活方式相同的群体是？,邻里,民众,区民,民族,国民,3
9486,为了掌握专业知识而使用的东西是？,图画日记,纪念馆,教材,绘画,游戏,2
9487,对要买的东西的总称是哪一个？,收据,衣服,价格,葡萄,商品,4
9488,属于博物馆一种的建筑是哪个？,美术馆,东京都厅,水族馆,想象力,天上界,0
9489,哪一个是读物？,书,力量,铅笔盒,专家,食品,0
9490,为了让交通工具安全通行，用来告知行动的是？,信号灯,放飞直升机,飞机,电话,驾驶,0
9491,在寺院中，为诵经而设立的空间叫什么？,礼拜堂,恶人,牢笼,宝物殿,五重塔,0
9492,建筑物的外面是？,照片,室内,室外,屋内,农园,2
9493,“市场”用英语怎么说？,商店,超市,镇公所,market（市场）,咖啡馆,3
9494,十二生肖的开头是哪个？,盘子,厨师,狗,老鼠,猫,3
9495,设有众议院和参议院的机构是？,首都,国会,国土交通省,霞关,文部科学省,1
9496,丢弃不要的东西的行为是？,打扫,投递,扔垃圾,投票,重新糊纸拉门,2
9497,有住宅或商业设施入驻的建筑是？,铁塔,大楼,公寓,东京,电线杆,1
9498,用乐器演奏或唱歌，由数人组成的是？,表演秀,争球（橄榄球的并列争球）,宣传活动,乐队,巡演,3
9499,学习时会用到的是椅子和什么？,桌子,筷子,工具,直觉,枕头,0
9500,海边有什么？,太阳镜,泳装,沙滩,淋浴,帽子,2
9501,用发动机驱动的四轮等交通工具是？,营业,汽车,车,画,卯（兔）,1
9502,在校期间穿着西装到各公司拜访的是？,店头,出差,求职活动,银行,旅行,2
9503,最近用这个或智能手机来拍照的东西是？,手表,吸尘器,数码相机,眼镜,书,2
9504,敲击电脑键盘的是？,地面,集装箱,雨,风,手指,4
9505,“トゥリー”用日语怎么说？,黄瓜,花园,树林,树,羊羹,3
9506,这之中表示动物的词是？,牧草地,熊,畜牧,野兽,野草,1
9507,由国家或地方自治体运营的大学是？,养老院,公立大学,学校,托儿所,日本的大学,1
9508,金属制的小容器叫什么？,瓶子,肉铺,罐头；金属罐,蔬菜店,市场,2
9509,“外”的反义词是？,晴朗,内,动物,泥沼,植物,1
9510,手提行李包是？,塑料购物袋,手提包,双肩背包,纸袋,旅行箱,1
9511,生产“とんがりコーン”的厂家是？,好侍（House）,山崎,格力高,得克萨斯,纪念碑,0
9512,治疗蛀牙的是？,儿科,内科,都市,牙科,市内,3
9513,在日本住宅中，收纳被褥的地方是哪里？,榻榻米,书架,书桌,壁橱,厨房,3
9514,厕所的别称是？,化妆室,喷气式烘手机,花子小姐,绘画,视频,0
9515,去打仗的集体是？,军队,部队,舰队,上司,运动员,0
9516,最适合“チャチャチャ”的是？,牛奶,筷子,茶,卫生纸,玩具,4
9517,“生业”是？,蛋白质,浴帘,文化,妓女,玄关,3
9518,一提到神社会想到？,池塘,寺庙,观众,稻荷,地铁,3
9519,流感的原因是什么？,灰尘,细菌,病毒,计算机病毒,烟,2
9520,为了满足自己的愿望而努力叫什么？,侮辱,学习,努力,希望,参加考试,2
9521,船的总称叫什么？,游艇,渡轮,船舶,小船,集装箱,2
9522,戴在耳朵上的是？,眼镜,留声机,电器店,汽车,助听器,4
9523,也被称为成人玩具，在夜间性生活中进一步提高兴奋的是？,手铐,性用品,性别认同,床,性冲动,1
9524,在神社等处做祈祷时使用的东西是？,符札,账单,钱,信,银,0
9525,冬天从空中落下白色块状物的现象叫什么？,永久冻土,西北航路,梅雨,降雪,雨,3
9526,不说真话叫做说什么？,冻住,说谎,入睡,露出马脚,生利息,1
9527,男女都有，但只有女性会鼓起来的部位是？,兰花,胸部,腋下,锁骨,马,1
9528,放置台子的地方是？,台座,拖鞋,广场,便利店,邮筒,0
9529,用来装东西的袋子是？,底部,塑料,儿童安全座椅,板子,车载音响,1
9530,葬礼是？,配礼服,配黑纹付和服,配标价签,配词语,配礼服燕尾服,1
9531,人站立在什么上？,集装箱,风,地面,手指,雨,2
9532,用来写字或看书的地方是哪里？,书桌,厨房,壁橱,床,书架,0
9533,位于福岛县的地名是？,猪名野,猪苗代,猪鹿蝶,野猪,猪肉火锅,1
9534,卖各种生活用品的地方是？,饭馆,澡堂,药店,土特产店,超市,4
9535,用混凝土建造的高楼是？,车,帐篷,住宅,停车场,大楼,4
9536,下雨后，雨水残留的地方是什么？,珍珠,钻石,庭院前,仓库,水坑,4
9537,去远足时背在身上的东西是？,抽屉,背包,洗衣机,冰箱,橱柜,1
9538,读作“ざんごう”的是？,东北,那边,东南,壕沟,中东,3
9539,每天的生活是？,面试,羊驼,板子,生活,钱,3
9540,两条以上的道路交汇的地方是？,十字路口,瀑布,邮局,教堂,机器,0
9541,吟咏诗歌的是？,评论家,音响,俳人,取暖器,作曲家,2
9542,以下三个当中，表示百货商店的是哪一个？,超市,服装店,咖啡馆,百货商店,西装,3
9543,顺着什么来跟踪别人？,足轻,通风口,袜子,屋檐,脚印,4
9544,喝咖啡或红茶的店是？,学校,门,图书馆,咖啡馆,铁路,3
9545,把想要的东西变成自己的东西是？,夺取,赚钱,计算,得到,丢弃,3
9546,用来冷藏冰块的箱子叫什么？,酒窖,空调,冰盒,电风扇,盘子,2
9547,让电视可以观看的东西叫什么？,收音机,声音,电视接收机,女巫,眼睛,2
9548,玩游戏的行为是？,开关,玩,轻点,采访,装饰工程,1
9549,日本自古以来就有的面食是？,荞麦面,热蛋糕,意大利面,担担面,拉面,0
9550,日式的住宿设施是？,旅馆,招牌,垃圾箱,衣橱,仓库,0
9551,用来装咖啡的是？,杯子,勺子,盘子,食物,刷子,0
9552,用来摆放书等物品的家具是？,架子,桌子,橱柜里,车库,保险箱,0
9553,上厕所时，坐的是？,人,熨斗,马桶座圈,桌子,生活,2
9554,为了照出脸和身姿并化妆，而安装了镜子的台子叫什么？,地毯,猫,梳妆台,纸片,狗,2
9555,与对方取得联系所需要的是？,印章,联系方式,邮件,存折,密码,1
9556,久违地运动后，过一阵子出现的疼痛是？,腰痛,肥胖,关节痛,后悔,肌肉酸痛,4
9557,月桂冠、大关等饮品被储存的地方是哪里？,暗室,酒窖,葡萄酒窖,盘子,巧克力,1
9558,舞台艺术的一种，将台词的一部分或全部通过歌唱来表现的戏剧叫什么？,朗读剧,电影,公共汽车,机场,歌剧,4
9559,对将要发生的事情感到担心的样子是？,尽心,操心,担心,感觉,心里没底,2
9560,指铺在桌子上的布叫什么？,牌子,抹布,桌布,纸巾,水,2
9561,以说话为工作的职业是？,单口相声演员,撰稿人,歌手,摄影师,话筒支架,0
9562,打扫厕所时用的手套是？,刷子,作业人员,橡胶手套,梯子,工具,2
9563,夏天在海边会做的事情是？,晒黑,猫,尼古丁,狗,吸烟,0
9564,属于自然界中存在的东西是？,快乐,群山,曲奇饼干,甜甜圈,乐趣,1
9565,把建筑物等上面覆盖住的结构物叫什么？,门,墙,屋顶,围墙,窗户,2
9566,会客室里铺着的东西是？,地毯,茅场町,腊月,保安,职员,0
9567,下面哪一个一般被用作武器？,行星,导弹,太空垃圾,硫化氢,有效载荷,1
9568,带有鱼的名字的是？,骨头,脚趾尖,比目鱼肌,跟腱,脚后跟,2
9569,由多个人演奏各种乐器的团体叫什么？,银行,歌,乐队,小号,小鹿斑比,2
9570,喝水需要用到的是？,锅,瓶子,杯子,玻璃杯,盘子,3
9571,在北海道最有名的夜景地点是？,筑地,神户,海边,札幌,函馆,4
9572,凶猛的动物会被关进什么里面？,笼子,坏人,礼拜堂,篮子,栅栏,0
9573,在公司里，“部下”的反义词是？,军队,运动员,上司,伙伴,同事,2
9574,主办方举办派对等活动叫什么？,拿,举办,关上,给,转动,1
9575,用来制冷的机器是？,大地,海洋,冰箱,地下,地底,2
9576,在国家或民族等群体中使用的独特沟通手段是？,语言,宴会,一句话,卡拉OK,词典,0
